timestamp,run_id,event_type,request_id,latency_ms,tokens,worker_id,routing_strategy,success,error,use_rag,gpu_util
2026-05-09T20:40:56.790351,20260509_203849_concurrent_50_rag,inference,0,3110.84,10,worker-4,least_connections,True,,True,92
2026-05-09T20:40:56.790390,20260509_203849_concurrent_50_rag,inference,1,2906.06,10,worker-2,least_connections,True,,True,88
2026-05-09T20:40:56.790401,20260509_203849_concurrent_50_rag,inference,2,2322.62,10,worker-1,least_connections,True,,True,0
2026-05-09T20:40:56.790409,20260509_203849_concurrent_50_rag,inference,3,3006.71,10,worker-3,least_connections,True,,True,88
2026-05-09T20:40:56.790417,20260509_203849_concurrent_50_rag,inference,4,161.29,10,worker-1,least_connections,True,,True,0
2026-05-09T20:40:56.790424,20260509_203849_concurrent_50_rag,inference,5,160.32,10,worker-1,least_connections,True,,True,88
2026-05-09T20:40:56.790431,20260509_203849_concurrent_50_rag,inference,6,160.87,10,worker-1,least_connections,True,,True,88
2026-05-09T20:40:56.790438,20260509_203849_concurrent_50_rag,inference,7,478.32,10,worker-1,least_connections,True,,True,92
2026-05-09T20:40:56.790444,20260509_203849_concurrent_50_rag,inference,8,477.43,10,worker-2,least_connections,True,,True,92
2026-05-09T20:40:56.790455,20260509_203849_concurrent_50_rag,inference,9,489.62,10,worker-3,least_connections,True,,True,92
2026-05-09T20:40:56.790461,20260509_203849_concurrent_50_rag,inference,10,532.02,10,worker-1,least_connections,True,,True,92
2026-05-09T20:40:56.790467,20260509_203849_concurrent_50_rag,inference,11,736.37,10,worker-1,least_connections,True,,True,92
2026-05-09T20:40:56.790473,20260509_203849_concurrent_50_rag,inference,12,383.24,10,worker-2,least_connections,True,,True,92
2026-05-09T20:40:56.790480,20260509_203849_concurrent_50_rag,inference,13,396.63,10,worker-3,least_connections,True,,True,92
2026-05-09T20:40:56.790486,20260509_203849_concurrent_50_rag,inference,14,483.14,10,worker-1,least_connections,True,,True,91
2026-05-09T20:40:56.790492,20260509_203849_concurrent_50_rag,inference,15,491.75,10,worker-2,least_connections,True,,True,91
2026-05-09T20:40:56.790499,20260509_203849_concurrent_50_rag,inference,16,518.06,10,worker-3,least_connections,True,,True,91
2026-05-09T20:40:56.790505,20260509_203849_concurrent_50_rag,inference,17,522.04,10,worker-1,least_connections,True,,True,91
2026-05-09T20:40:56.790512,20260509_203849_concurrent_50_rag,inference,18,523.58,10,worker-1,least_connections,True,,True,88
2026-05-09T20:40:56.790519,20260509_203849_concurrent_50_rag,inference,19,527.34,10,worker-2,least_connections,True,,True,88
2026-05-09T20:40:56.790526,20260509_203849_concurrent_50_rag,inference,20,520.54,10,worker-3,least_connections,True,,True,88
2026-05-09T20:40:56.790532,20260509_203849_concurrent_50_rag,inference,21,518.51,10,worker-1,least_connections,True,,True,93
2026-05-09T20:40:56.790538,20260509_203849_concurrent_50_rag,inference,22,519.55,10,worker-1,least_connections,True,,True,93
2026-05-09T20:40:56.790544,20260509_203849_concurrent_50_rag,inference,23,510.35,10,worker-2,least_connections,True,,True,93
2026-05-09T20:40:56.790550,20260509_203849_concurrent_50_rag,inference,24,510.97,10,worker-3,least_connections,True,,True,93
2026-05-09T20:40:56.790556,20260509_203849_concurrent_50_rag,inference,25,513.73,10,worker-1,least_connections,True,,True,91
2026-05-09T20:40:56.790563,20260509_203849_concurrent_50_rag,inference,26,513.67,10,worker-1,least_connections,True,,True,91
2026-05-09T20:40:56.790569,20260509_203849_concurrent_50_rag,inference,27,511.93,10,worker-2,least_connections,True,,True,91
2026-05-09T20:40:56.790575,20260509_203849_concurrent_50_rag,inference,28,512.1,10,worker-3,least_connections,True,,True,91
2026-05-09T20:40:56.790583,20260509_203849_concurrent_50_rag,inference,29,520.37,10,worker-1,least_connections,True,,True,93
2026-05-09T20:40:56.790589,20260509_203849_concurrent_50_rag,inference,30,518.33,10,worker-1,least_connections,True,,True,93
2026-05-09T20:40:56.790595,20260509_203849_concurrent_50_rag,inference,31,522.23,10,worker-2,least_connections,True,,True,93
2026-05-09T20:40:56.790601,20260509_203849_concurrent_50_rag,inference,32,521.05,10,worker-3,least_connections,True,,True,93
2026-05-09T20:40:56.790607,20260509_203849_concurrent_50_rag,inference,33,511.51,10,worker-1,least_connections,True,,True,95
2026-05-09T20:40:56.790614,20260509_203849_concurrent_50_rag,inference,34,510.77,10,worker-1,least_connections,True,,True,95
2026-05-09T20:40:56.790619,20260509_203849_concurrent_50_rag,inference,35,508.0,10,worker-2,least_connections,True,,True,95
2026-05-09T20:40:56.790625,20260509_203849_concurrent_50_rag,inference,36,507.17,10,worker-3,least_connections,True,,True,95
2026-05-09T20:40:56.790631,20260509_203849_concurrent_50_rag,inference,37,505.66,10,worker-1,least_connections,True,,True,93
2026-05-09T20:40:56.790638,20260509_203849_concurrent_50_rag,inference,38,504.7,10,worker-1,least_connections,True,,True,93
2026-05-09T20:40:56.790644,20260509_203849_concurrent_50_rag,inference,39,511.07,10,worker-2,least_connections,True,,True,93
2026-05-09T20:40:56.790650,20260509_203849_concurrent_50_rag,inference,40,513.52,10,worker-3,least_connections,True,,True,93
2026-05-09T20:40:56.790656,20260509_203849_concurrent_50_rag,inference,41,510.99,10,worker-1,least_connections,True,,True,92
2026-05-09T20:40:56.790662,20260509_203849_concurrent_50_rag,inference,42,510.66,10,worker-1,least_connections,True,,True,92
2026-05-09T20:40:56.790668,20260509_203849_concurrent_50_rag,inference,43,502.0,10,worker-2,least_connections,True,,True,92
2026-05-09T20:40:56.790674,20260509_203849_concurrent_50_rag,inference,44,499.42,10,worker-3,least_connections,True,,True,92
2026-05-09T20:40:56.790680,20260509_203849_concurrent_50_rag,inference,45,500.8,10,worker-1,least_connections,True,,True,93
2026-05-09T20:40:56.790686,20260509_203849_concurrent_50_rag,inference,46,501.38,10,worker-1,least_connections,True,,True,93
2026-05-09T20:40:56.790692,20260509_203849_concurrent_50_rag,inference,47,501.61,10,worker-2,least_connections,True,,True,93
2026-05-09T20:40:56.790698,20260509_203849_concurrent_50_rag,inference,48,491.05,10,worker-3,least_connections,True,,True,93
2026-05-09T20:40:56.790705,20260509_203849_concurrent_50_rag,inference,49,470.99,10,worker-1,least_connections,True,,True,92
