timestamp,run_id,event_type,request_id,latency_ms,tokens,worker_id,routing_strategy,success,error,use_rag,gpu_util
2026-05-09T20:01:38.855459,20260509_200037_concurrent_50_rag,inference,0,2828.12,10,worker-4,least_connections,True,,True,92
2026-05-09T20:01:38.855495,20260509_200037_concurrent_50_rag,inference,1,2721.74,10,worker-1,least_connections,True,,True,92
2026-05-09T20:01:38.855508,20260509_200037_concurrent_50_rag,inference,2,2620.68,10,worker-2,least_connections,True,,True,62
2026-05-09T20:01:38.855517,20260509_200037_concurrent_50_rag,inference,3,2925.42,10,worker-3,least_connections,True,,True,92
2026-05-09T20:01:38.855524,20260509_200037_concurrent_50_rag,inference,4,483.86,10,worker-2,least_connections,True,,True,92
2026-05-09T20:01:38.855532,20260509_200037_concurrent_50_rag,inference,5,486.05,10,worker-1,least_connections,True,,True,92
2026-05-09T20:01:38.855539,20260509_200037_concurrent_50_rag,inference,6,484.69,10,worker-4,least_connections,True,,True,92
2026-05-09T20:01:38.855549,20260509_200037_concurrent_50_rag,inference,7,486.78,10,worker-3,least_connections,True,,True,92
2026-05-09T20:01:38.855563,20260509_200037_concurrent_50_rag,inference,8,498.54,10,worker-2,least_connections,True,,True,92
2026-05-09T20:01:38.855574,20260509_200037_concurrent_50_rag,inference,9,498.26,10,worker-1,least_connections,True,,True,92
2026-05-09T20:01:38.855581,20260509_200037_concurrent_50_rag,inference,10,635.49,10,worker-4,least_connections,True,,True,92
2026-05-09T20:01:38.855589,20260509_200037_concurrent_50_rag,inference,11,533.27,10,worker-3,least_connections,True,,True,92
2026-05-09T20:01:38.855595,20260509_200037_concurrent_50_rag,inference,12,503.91,10,worker-2,least_connections,True,,True,92
2026-05-09T20:01:38.855602,20260509_200037_concurrent_50_rag,inference,13,503.73,10,worker-1,least_connections,True,,True,92
2026-05-09T20:01:38.855608,20260509_200037_concurrent_50_rag,inference,14,436.62,10,worker-3,least_connections,True,,True,92
2026-05-09T20:01:38.855615,20260509_200037_concurrent_50_rag,inference,15,468.22,10,worker-4,least_connections,True,,True,92
2026-05-09T20:01:38.855622,20260509_200037_concurrent_50_rag,inference,16,501.21,10,worker-2,least_connections,True,,True,92
2026-05-09T20:01:38.855629,20260509_200037_concurrent_50_rag,inference,17,599.4,10,worker-1,least_connections,True,,True,93
2026-05-09T20:01:38.855636,20260509_200037_concurrent_50_rag,inference,18,429.48,10,worker-3,least_connections,True,,True,93
2026-05-09T20:01:38.855644,20260509_200037_concurrent_50_rag,inference,19,500.32,10,worker-4,least_connections,True,,True,93
2026-05-09T20:01:38.855651,20260509_200037_concurrent_50_rag,inference,20,629.34,10,worker-2,least_connections,True,,True,93
2026-05-09T20:01:38.855657,20260509_200037_concurrent_50_rag,inference,21,429.66,10,worker-1,least_connections,True,,True,93
2026-05-09T20:01:38.855664,20260509_200037_concurrent_50_rag,inference,22,488.3,10,worker-3,least_connections,True,,True,93
2026-05-09T20:01:38.855671,20260509_200037_concurrent_50_rag,inference,23,486.47,10,worker-4,least_connections,True,,True,93
2026-05-09T20:01:38.855677,20260509_200037_concurrent_50_rag,inference,24,343.03,10,worker-1,least_connections,True,,True,93
