timestamp,run_id,event_type,request_id,latency_ms,tokens,worker_id,routing_strategy,success,error
2026-05-07T18:51:43.126088,20260507_185119_concurrent_25,inference,0,14946.7,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126122,20260507_185119_concurrent_25,inference,1,9053.43,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126134,20260507_185119_concurrent_25,inference,2,6587.44,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126141,20260507_185119_concurrent_25,inference,3,9053.4,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126148,20260507_185119_concurrent_25,inference,4,6587.71,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126155,20260507_185119_concurrent_25,inference,5,11518.06,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126161,20260507_185119_concurrent_25,inference,6,5162.83,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126167,20260507_185119_concurrent_25,inference,7,12560.62,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126173,20260507_185119_concurrent_25,inference,8,4590.2,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126179,20260507_185119_concurrent_25,inference,9,14477.18,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126185,20260507_185119_concurrent_25,inference,10,3168.1,50,worker-2,least_connections,True,
2026-05-07T18:51:43.126201,20260507_185119_concurrent_25,inference,11,4590.31,50,worker-3,least_connections,True,
2026-05-07T18:51:43.126206,20260507_185119_concurrent_25,inference,12,7636.62,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126212,20260507_185119_concurrent_25,inference,13,11518.0,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126217,20260507_185119_concurrent_25,inference,14,9602.19,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126223,20260507_185119_concurrent_25,inference,15,12065.08,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126228,20260507_185119_concurrent_25,inference,16,10097.68,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126234,20260507_185119_concurrent_25,inference,17,13979.72,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126240,20260507_185119_concurrent_25,inference,18,7139.7,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126245,20260507_185119_concurrent_25,inference,19,11517.91,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126251,20260507_185119_concurrent_25,inference,20,13979.37,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126257,20260507_185119_concurrent_25,inference,21,6586.91,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126262,20260507_185119_concurrent_25,inference,22,9052.85,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126268,20260507_185119_concurrent_25,inference,23,13979.66,50,worker-1,least_connections,True,
2026-05-07T18:51:43.126273,20260507_185119_concurrent_25,inference,24,4589.97,50,worker-4,least_connections,True,
