timestamp,run_id,event_type,request_id,latency_ms,tokens,worker_id,routing_strategy,success,error,use_rag,gpu_util
2026-05-09T20:49:07.270184,20260509_204703_concurrent_50,inference,0,526.86,10,worker-2,least_connections,True,,False,70
2026-05-09T20:49:07.270238,20260509_204703_concurrent_50,inference,1,725.38,10,worker-4,least_connections,True,,False,70
2026-05-09T20:49:07.270253,20260509_204703_concurrent_50,inference,2,148.04,10,worker-1,least_connections,True,,False,0
2026-05-09T20:49:07.270262,20260509_204703_concurrent_50,inference,3,609.2,10,worker-3,least_connections,True,,False,70
2026-05-09T20:49:07.270271,20260509_204703_concurrent_50,inference,4,124.84,10,worker-1,least_connections,True,,False,70
2026-05-09T20:49:07.270279,20260509_204703_concurrent_50,inference,5,129.57,10,worker-1,least_connections,True,,False,70
2026-05-09T20:49:07.270293,20260509_204703_concurrent_50,inference,6,420.48,10,worker-1,least_connections,True,,False,93
2026-05-09T20:49:07.270300,20260509_204703_concurrent_50,inference,7,401.73,10,worker-2,least_connections,True,,False,93
2026-05-09T20:49:07.270306,20260509_204703_concurrent_50,inference,8,415.86,10,worker-3,least_connections,True,,False,93
2026-05-09T20:49:07.270317,20260509_204703_concurrent_50,inference,9,402.44,10,worker-4,least_connections,True,,False,93
2026-05-09T20:49:07.270336,20260509_204703_concurrent_50,inference,10,407.58,10,worker-1,least_connections,True,,False,93
2026-05-09T20:49:07.270343,20260509_204703_concurrent_50,inference,11,410.35,10,worker-2,least_connections,True,,False,94
2026-05-09T20:49:07.270350,20260509_204703_concurrent_50,inference,12,411.47,10,worker-3,least_connections,True,,False,94
2026-05-09T20:49:07.270357,20260509_204703_concurrent_50,inference,13,410.95,10,worker-4,least_connections,True,,False,94
2026-05-09T20:49:07.270364,20260509_204703_concurrent_50,inference,14,410.93,10,worker-1,least_connections,True,,False,94
2026-05-09T20:49:07.270371,20260509_204703_concurrent_50,inference,15,408.59,10,worker-2,least_connections,True,,False,94
2026-05-09T20:49:07.270387,20260509_204703_concurrent_50,inference,16,408.1,10,worker-3,least_connections,True,,False,92
2026-05-09T20:49:07.270395,20260509_204703_concurrent_50,inference,17,417.91,10,worker-4,least_connections,True,,False,92
2026-05-09T20:49:07.270402,20260509_204703_concurrent_50,inference,18,415.97,10,worker-1,least_connections,True,,False,92
2026-05-09T20:49:07.270410,20260509_204703_concurrent_50,inference,19,415.07,10,worker-2,least_connections,True,,False,92
2026-05-09T20:49:07.270417,20260509_204703_concurrent_50,inference,20,416.03,10,worker-3,least_connections,True,,False,92
2026-05-09T20:49:07.270424,20260509_204703_concurrent_50,inference,21,406.36,10,worker-4,least_connections,True,,False,94
2026-05-09T20:49:07.270430,20260509_204703_concurrent_50,inference,22,406.55,10,worker-1,least_connections,True,,False,94
2026-05-09T20:49:07.270437,20260509_204703_concurrent_50,inference,23,406.03,10,worker-2,least_connections,True,,False,94
2026-05-09T20:49:07.270444,20260509_204703_concurrent_50,inference,24,403.88,10,worker-3,least_connections,True,,False,94
2026-05-09T20:49:07.270451,20260509_204703_concurrent_50,inference,25,405.58,10,worker-4,least_connections,True,,False,94
2026-05-09T20:49:07.270483,20260509_204703_concurrent_50,inference,26,405.94,10,worker-1,least_connections,True,,False,91
2026-05-09T20:49:07.270490,20260509_204703_concurrent_50,inference,27,405.85,10,worker-2,least_connections,True,,False,91
2026-05-09T20:49:07.270496,20260509_204703_concurrent_50,inference,28,413.5,10,worker-3,least_connections,True,,False,91
2026-05-09T20:49:07.270505,20260509_204703_concurrent_50,inference,29,417.31,10,worker-4,least_connections,True,,False,91
2026-05-09T20:49:07.270512,20260509_204703_concurrent_50,inference,30,416.07,10,worker-1,least_connections,True,,False,93
2026-05-09T20:49:07.270519,20260509_204703_concurrent_50,inference,31,418.7,10,worker-2,least_connections,True,,False,93
2026-05-09T20:49:07.270525,20260509_204703_concurrent_50,inference,32,410.8,10,worker-3,least_connections,True,,False,93
2026-05-09T20:49:07.270535,20260509_204703_concurrent_50,inference,33,405.01,10,worker-4,least_connections,True,,False,93
2026-05-09T20:49:07.270542,20260509_204703_concurrent_50,inference,34,404.87,10,worker-1,least_connections,True,,False,93
2026-05-09T20:49:07.270549,20260509_204703_concurrent_50,inference,35,403.68,10,worker-2,least_connections,True,,False,94
2026-05-09T20:49:07.270555,20260509_204703_concurrent_50,inference,36,403.56,10,worker-3,least_connections,True,,False,94
2026-05-09T20:49:07.270562,20260509_204703_concurrent_50,inference,37,403.38,10,worker-4,least_connections,True,,False,94
2026-05-09T20:49:07.270569,20260509_204703_concurrent_50,inference,38,403.26,10,worker-1,least_connections,True,,False,94
2026-05-09T20:49:07.270575,20260509_204703_concurrent_50,inference,39,402.87,10,worker-2,least_connections,True,,False,94
2026-05-09T20:49:07.270582,20260509_204703_concurrent_50,inference,40,407.17,10,worker-3,least_connections,True,,False,93
2026-05-09T20:49:07.270591,20260509_204703_concurrent_50,inference,41,413.67,10,worker-4,least_connections,True,,False,93
2026-05-09T20:49:07.270598,20260509_204703_concurrent_50,inference,42,417.14,10,worker-1,least_connections,True,,False,93
2026-05-09T20:49:07.270605,20260509_204703_concurrent_50,inference,43,422.67,10,worker-2,least_connections,True,,False,93
2026-05-09T20:49:07.270612,20260509_204703_concurrent_50,inference,44,420.73,10,worker-3,least_connections,True,,False,93
