timestamp,run_id,event_type,request_id,latency_ms,tokens,worker_id,routing_strategy,success,error
2026-05-07T18:46:09.378825,20260507_184235_concurrent_25,inference,0,180299.4,0,,least_connections,False,
2026-05-07T18:46:09.380151,20260507_184235_concurrent_25,inference,1,180297.35,0,,least_connections,False,
2026-05-07T18:46:09.380171,20260507_184235_concurrent_25,inference,2,180296.89,0,,least_connections,False,
2026-05-07T18:46:09.380180,20260507_184235_concurrent_25,inference,3,180296.71,0,,least_connections,False,
2026-05-07T18:46:09.380186,20260507_184235_concurrent_25,inference,4,180296.54,0,,least_connections,False,
2026-05-07T18:46:09.380193,20260507_184235_concurrent_25,inference,5,180296.65,0,,least_connections,False,
2026-05-07T18:46:09.380199,20260507_184235_concurrent_25,inference,6,180296.57,0,,least_connections,False,
2026-05-07T18:46:09.380204,20260507_184235_concurrent_25,inference,7,180296.73,0,,least_connections,False,
2026-05-07T18:46:09.380212,20260507_184235_concurrent_25,inference,8,180296.45,0,,least_connections,False,
2026-05-07T18:46:09.380218,20260507_184235_concurrent_25,inference,9,180296.56,0,,least_connections,False,
2026-05-07T18:46:09.380228,20260507_184235_concurrent_25,inference,10,180296.4,0,,least_connections,False,
2026-05-07T18:46:09.380234,20260507_184235_concurrent_25,inference,11,180259.72,0,,least_connections,False,
2026-05-07T18:46:09.380240,20260507_184235_concurrent_25,inference,12,180296.04,0,,least_connections,False,
2026-05-07T18:46:09.380246,20260507_184235_concurrent_25,inference,13,180295.96,0,,least_connections,False,
2026-05-07T18:46:09.380251,20260507_184235_concurrent_25,inference,14,180296.33,0,,least_connections,False,
2026-05-07T18:46:09.380257,20260507_184235_concurrent_25,inference,15,180296.32,0,,least_connections,False,
2026-05-07T18:46:09.380263,20260507_184235_concurrent_25,inference,16,180296.42,0,,least_connections,False,
2026-05-07T18:46:09.380268,20260507_184235_concurrent_25,inference,17,180296.0,0,,least_connections,False,
2026-05-07T18:46:09.380274,20260507_184235_concurrent_25,inference,18,180296.25,0,,least_connections,False,
2026-05-07T18:46:09.380280,20260507_184235_concurrent_25,inference,19,180295.96,0,,least_connections,False,
2026-05-07T18:46:09.380285,20260507_184235_concurrent_25,inference,20,180296.29,0,,least_connections,False,
2026-05-07T18:46:09.380291,20260507_184235_concurrent_25,inference,21,180295.94,0,,least_connections,False,
2026-05-07T18:46:09.380296,20260507_184235_concurrent_25,inference,22,180295.78,0,,least_connections,False,
2026-05-07T18:46:09.380302,20260507_184235_concurrent_25,inference,23,180295.51,0,,least_connections,False,
2026-05-07T18:46:09.380308,20260507_184235_concurrent_25,inference,24,180295.61,0,,least_connections,False,
