timestamp,run_id,event_type,request_id,latency_ms,tokens,worker_id,routing_strategy,success,error
2026-05-09T20:47:30.967536,20260509_204703_fault_200,inference,0,0,0,unknown,load_aware,False,Simulated crash: worker-1
2026-05-09T20:47:30.969481,20260509_204703_fault_200,inference,2,0,0,unknown,load_aware,False,Simulated crash: worker-2
2026-05-09T20:47:30.970712,20260509_204703_fault_200,inference,3,0,0,unknown,load_aware,False,Simulated crash: worker-3
2026-05-09T20:47:30.978334,20260509_204703_fault_200,inference,9,0,0,unknown,load_aware,False,Simulated crash: worker-3
2026-05-09T20:47:34.356132,20260509_204703_fault_200,inference,4,3098.95,20,worker-3,load_aware,True,
2026-05-09T20:47:34.573524,20260509_204703_fault_200,inference,6,3315.93,20,worker-1,load_aware,True,
2026-05-09T20:47:34.761960,20260509_204703_fault_200,inference,10,3495.39,20,worker-3,load_aware,True,
2026-05-09T20:47:34.952744,20260509_204703_fault_200,inference,11,3685.76,20,worker-4,load_aware,True,
2026-05-09T20:47:35.141946,20260509_204703_fault_200,inference,8,3883.29,20,worker-4,load_aware,True,
2026-05-09T20:47:35.331727,20260509_204703_fault_200,inference,5,4065.47,20,worker-4,load_aware,True,
2026-05-09T20:47:35.524312,20260509_204703_fault_200,inference,1,4260.24,20,worker-1,load_aware,True,
2026-05-09T20:47:35.725784,20260509_204703_fault_200,inference,7,4460.17,20,worker-3,load_aware,True,
2026-05-09T20:47:35.914489,20260509_204703_fault_200,inference,12,1554.35,20,worker-3,load_aware,True,
2026-05-09T20:47:36.103092,20260509_204703_fault_200,inference,15,1337.35,20,worker-3,load_aware,True,
2026-05-09T20:47:36.293692,20260509_204703_fault_200,inference,14,1715.48,20,worker-3,load_aware,True,
2026-05-09T20:47:36.487691,20260509_204703_fault_200,inference,16,1268.01,20,worker-3,load_aware,True,
2026-05-09T20:47:36.689075,20260509_204703_fault_200,inference,18,1272.84,20,worker-3,load_aware,True,
2026-05-09T20:47:36.880997,20260509_204703_fault_200,inference,21,1151.17,20,worker-3,load_aware,True,
2026-05-09T20:47:37.070272,20260509_204703_fault_200,inference,19,1468.74,20,worker-3,load_aware,True,
2026-05-09T20:47:37.260890,20260509_204703_fault_200,inference,22,1342.35,20,worker-3,load_aware,True,
2026-05-09T20:47:37.453473,20260509_204703_fault_200,inference,20,1668.29,20,worker-3,load_aware,True,
2026-05-09T20:47:37.658097,20260509_204703_fault_200,inference,23,1544.33,20,worker-3,load_aware,True,
2026-05-09T20:47:37.848010,20260509_204703_fault_200,inference,24,1550.1,20,worker-3,load_aware,True,
2026-05-09T20:47:38.043345,20260509_204703_fault_200,inference,25,1551.58,20,worker-3,load_aware,True,
2026-05-09T20:47:38.236623,20260509_204703_fault_200,inference,26,1536.47,20,worker-3,load_aware,True,
2026-05-09T20:47:38.428350,20260509_204703_fault_200,inference,27,1543.18,20,worker-3,load_aware,True,
2026-05-09T20:47:38.620801,20260509_204703_fault_200,inference,28,1545.4,20,worker-3,load_aware,True,
2026-05-09T20:47:38.820466,20260509_204703_fault_200,inference,29,1552.66,20,worker-3,load_aware,True,
2026-05-09T20:47:39.009947,20260509_204703_fault_200,inference,31,1552.25,20,worker-3,load_aware,True,
2026-05-09T20:47:39.202392,20260509_204703_fault_200,inference,32,1539.17,20,worker-3,load_aware,True,
2026-05-09T20:47:39.404979,20260509_204703_fault_200,inference,33,1551.84,20,worker-3,load_aware,True,
2026-05-09T20:47:39.597242,20260509_204703_fault_200,inference,34,1549.04,20,worker-3,load_aware,True,
2026-05-09T20:47:39.788125,20260509_204703_fault_200,inference,35,1547.54,20,worker-3,load_aware,True,
2026-05-09T20:47:39.983171,20260509_204703_fault_200,inference,36,1547.84,20,worker-3,load_aware,True,
2026-05-09T20:47:40.177252,20260509_204703_fault_200,inference,38,1550.31,20,worker-3,load_aware,True,
2026-05-09T20:47:40.369320,20260509_204703_fault_200,inference,39,1541.17,20,worker-3,load_aware,True,
2026-05-09T20:47:40.573392,20260509_204703_fault_200,inference,40,1559.3,20,worker-3,load_aware,True,
2026-05-09T20:47:40.766987,20260509_204703_fault_200,inference,41,1561.03,20,worker-3,load_aware,True,
